date,value
2020-01-01,0.24835707650561634
2020-01-02,-0.0005988067894234089
2020-01-03,0.4605886890633729
2020-01-04,0.9658274046893335
2020-01-05,0.15384309738824498
2020-01-06,0.21918465564074707
2020-01-07,1.1896117122409235
2020-01-08,0.845593875600332
2020-01-09,0.2868386208611823
2020-01-10,0.8501025078434208
2020-01-11,0.4016384875524802
2020-01-12,0.45202908600086233
2020-01-13,0.8542011181680507
2020-01-14,-0.17854197529742155
2020-01-15,-0.04314149224437347
2020-01-16,0.5755402213536425
2020-01-17,0.38360656220111444
2020-01-18,1.0762987319990711
2020-01-19,0.48999369095053974
2020-01-20,0.25824549833040933
2020-01-21,1.7130784225437852
2020-01-22,0.8786130820647523
2020-01-23,1.0318501458044527
2020-01-24,0.2876034143652133
2020-01-25,0.7249753677592284
2020-01-26,1.0451282232166124
2020-01-27,0.4020165804519259
2020-01-28,1.1486122118542723
2020-01-29,0.6391758490562983
2020-01-30,0.7679624778308535
2020-01-31,0.5829731564467238
2020-02-01,1.7758266057324579
2020-02-02,0.8048044263008572
2020-02-03,0.24074689520093084
2020-02-04,1.135305199215872
2020-02-05,0.0646366483004579
2020-02-06,0.7273416415686004
2020-02-07,-0.4120029854727285
2020-02-08,-0.15400885917257423
2020-02-09,0.5483682791594116
2020-02-10,0.756908684056168
2020-02-11,0.4092742831719617
2020-02-12,0.20015911669101039
2020-02-13,0.040611398540731425
2020-02-14,-0.6158166763598318
2020-02-15,-0.304777190935555
2020-02-16,-0.24373318831026086
2020-02-17,0.4466516705454975
2020-02-18,0.021789229126967014
2020-02-19,-1.0989450206972107
2020-02-20,-0.12176557809866584
2020-02-21,-0.5413967610778869
2020-02-22,-0.7507242388341683
2020-02-23,-0.1678941071740807
2020-02-24,-0.01747384971917354
2020-02-25,-0.12406868379888936
2020-02-26,-1.0632796220827583
2020-02-27,-0.84921240162421
2020-02-28,-0.5766435716195788
2020-02-29,-0.29868136124226297
2020-03-01,-1.0665215017739367
2020-03-02,-0.9563557966270774
2020-03-03,-1.4492251201988635
2020-03-04,-1.522478696008159
2020-03-05,-0.5420834895171108
2020-03-06,-0.28973794910541684
2020-03-07,-1.0188233826451552
2020-03-08,-0.4913906783605051
2020-03-09,-0.8180077505684298
2020-03-10,-1.322357450620958
2020-03-11,-0.8153701854416331
2020-03-12,-0.21863626229586264
2020-03-13,-0.9925098278012064
2020-03-14,-0.1746343504557184
2020-03-15,-2.244688160290247
2020-03-16,-0.4973279583551234
2020-03-17,-0.8339482344919299
2020-03-18,-0.9920418249723558
2020-03-19,-0.7577622356661136
2020-03-20,-1.7547525487627904
2020-03-21,-0.8245511667131441
2020-03-22,-0.4865452292229492
2020-03-23,0.12658675347363268
2020-03-24,-0.8158746013385015
2020-03-25,-0.9027475345442549
2020-03-26,-0.6887963722448525
2020-03-27,0.08242533283424536
2020-03-28,-0.14649336998071794
2020-03-29,-0.5098804118606052
2020-03-30,0.07865409794185374
2020-03-31,-0.061583230612087175
2020-04-01,0.44257593521549166
2020-04-02,-0.32420135493348934
2020-04-03,-0.06856027060485621
2020-04-04,-0.03278565957828744
2020-04-05,-0.5012591875727501
2020-04-06,0.44470441155227536
2020-04-07,0.49192297126130186
2020-04-08,0.4270037192909513
2020-04-09,0.36820918294856037
2020-04-10,4.836590134767795
2020-04-11,5.390166228150577
2020-04-12,5.482521307744235
2020-04-13,5.30305484380804
2020-04-14,5.670554172744977
2020-04-15,0.9966936178784269
2020-04-16,1.7774954952106665
2020-04-17,0.9575021556618609
2020-04-18,1.0307071043864149
2020-04-19,0.8921864139076647
2020-04-20,-0.006869178677336052
2020-04-21,0.9578874854384202
2020-04-22,1.0153208640369231
2020-04-23,2.2262553716410474
2020-04-24,0.9032052734227072
2020-04-25,1.150211408555138
2020-04-26,0.9774341308355574
2020-04-27,0.4011254271043039
2020-04-28,1.5429162873907023
2020-04-29,1.3289434774144042
2020-04-30,1.3254837869579346
2020-05-01,0.44789190683363056
2020-05-02,1.5723563394373516
2020-05-03,0.1343116498059368
2020-05-04,1.0890161500901945
2020-05-05,1.8474247089215443
2020-05-06,0.21000093528787228
2020-05-07,0.37187601470032755
2020-05-08,0.6515261892668153
2020-05-09,0.29380890217554895
2020-05-10,-0.2885041139394005
2020-05-11,0.4601007289332189
2020-05-12,-0.1683433253268788
2020-05-13,0.5348879851667154
2020-05-14,-0.2277388399628366
2020-05-15,0.9397311680706879
2020-05-16,-0.29484676957528744
2020-05-17,-0.13269006306363545
2020-05-18,0.36652685438161403
2020-05-19,-0.724047178184246
2020-05-20,-0.06275757279105319
2020-05-21,0.4100412226174024
2020-05-22,-1.113169222887757
2020-05-23,-0.2815530913804426
2020-05-24,-0.30661297190614706
2020-05-25,-0.10627445129783941
2020-05-26,-1.1739548201026393
2020-05-27,-1.2713892913612739
2020-05-28,-0.40299783100263326
2020-05-29,-0.5651616952149732
2020-05-30,-0.6347371756198857
2020-05-31,-0.6295153582261304
2020-06-01,-1.1817329262561282
2020-06-02,-0.7606167570098208
2020-06-03,-0.7611076561999115
2020-06-04,-1.2914518323766795
2020-06-05,-0.0236278075653088
2020-06-06,-0.7373396764991034
2020-06-07,-1.583067668727441
2020-06-08,-0.6676557264641989
2020-06-09,-1.4871067559731335
2020-06-10,-0.6053557625587536
2020-06-11,-0.41403525295120847
2020-06-12,-1.3934381827757867
2020-06-13,-0.4865500765577823
2020-06-14,-0.742435803351274
2020-06-15,-0.5139226018950402
2020-06-16,0.05166684304281055
2020-06-17,-0.9869839385004812
2020-06-18,-1.2046540037678408
2020-06-19,-1.2321466406571102
2020-06-20,-1.15119549409736
2020-06-21,-0.7342469227665421
2020-06-22,-0.47425439261797875
2020-06-23,-0.4525870759772476
2020-06-24,-0.12066417705069155
2020-06-25,-0.46856592526798047
2020-06-26,0.3131230271190239
2020-06-27,-0.48260447056013006
2020-06-28,1.0748236065038628
2020-06-29,0.09392917040558615
2020-06-30,-0.5800974433856317
2020-07-01,-0.6188665825332431
2020-07-02,0.22630647716781865
2020-07-03,-0.05810031529115548
2020-07-04,0.47893994029528086
2020-07-05,0.42629371863478605
2020-07-06,0.22010374584803044
2020-07-07,-0.10124159868653743
2020-07-08,-0.3711461797199533
2020-07-09,0.225325718249766
2020-07-10,0.9369789591645826
2020-07-11,0.6736303436238368
2020-07-12,-0.001146280458993898
2020-07-13,0.7605296512223726
2020-07-14,0.9156448614862124
2020-07-15,0.32670470482532804
2020-07-16,0.8875288459561543
2020-07-17,0.8779914878672285
2020-07-18,0.3116310533524298
2020-07-19,1.0920862370385565
2020-07-20,1.2193670261556617
2020-07-21,1.5018672052913187
2020-07-22,1.5040935708680043
2020-07-23,0.30061372336315806
2020-07-24,0.5281390198985438
2020-07-25,1.2574838234289754
2020-07-26,1.2550716270072242
2020-07-27,1.2492211738142
2020-07-28,2.9069184499035043
2020-07-29,1.2502424345441976
2020-07-30,1.5122876625669952
2020-07-31,1.3967719977733457
2020-08-01,1.2164079320706993
2020-08-02,0.6998304359425408
2020-08-03,1.1996703219133602
2020-08-04,0.3926369597932279
2020-08-05,0.615840757514173
2020-08-06,0.443316082052414
2020-08-07,0.6754569206256389
2020-08-08,1.737387396571806
2020-08-09,-0.41076385541982285
2020-08-10,0.8063507533293873
2020-08-11,-0.40496358456496023
2020-08-12,0.10171461540848031
2020-08-13,0.8168541528695263
2020-08-14,0.23793635006499517
2020-08-15,-0.4006262881675917
2020-08-16,-0.2876060747221629
2020-08-17,0.34131495390684885
2020-08-18,-0.4322040660193176
2020-08-19,-0.027013130131203225
2020-08-20,-0.18004222288961522
2020-08-21,-0.5952602662082556
2020-08-22,0.7371470976124048
2020-08-23,-0.08165582737411775
2020-08-24,-1.4731025956121044
2020-08-25,-0.42705453055548975
2020-08-26,-0.9084787608275852
